CU WBS #,CU,Unit Of Measure,Description,Compatible Unit Group,Install Hours,Removal Hours,Transfer Hours,Install Price,Removal Price,Transfer Price
CU-1468,LTP-ED-A-17-R-T-BK,EA,"LTP,EmbDec,AL,17' Rnd,Tenon,blk",LTP,1.9680,0.6392,0.0000,$869.52,$275.17,$0.00
CU-1469,LTP-ED-A-24-R-T-BK,EA,"LTP,EmbDec,AL,24' Rnd,Tenon,blk",LTP,1.9680,0.6392,0.0000,$869.52,$275.17,$0.00
CU-1470,LTP-ED-F-14-R-T-BKS,EA,"LTP,EmbDec,Fg,14ft,Rnd,Tenon,BlkSmth",LTP,1.9680,0.6392,0.0000,$869.52,$275.17,$0.00
CU-1471,LTP-ED-F-14-R-T-BKT,EA,"LTP,EmbDec,Fg,14ft,Rnd,Tenon,BlkText",LTP,1.9680,0.6392,0.0000,$869.52,$275.17,$0.00
CU-1472,LTP-ED-F-15-R-BKS,EA,"LTP,EmbDec,Fg,15ft,Rnd,BlkSmth",LTP,1.9680,0.6392,0.0000,$869.52,$275.17,$0.00
CU-1473,LTP-ED-F-15-R-BKT,EA,"LTP,EmbDec,Fg,15ft,Rnd,BlkText",LTP,1.9680,0.6392,0.0000,$869.52,$275.17,$0.00
CU-1474,LTP-ED-F-17-R-BKS,EA,"LTP,EmbDec,Fg,17ft,Rnd,BlkSmth",LTP,1.9680,0.6392,0.0000,$869.52,$275.17,$0.00
CU-1475,LTP-ED-F-17-R-BKT,EA,"LTP,EmbDec,Fg,17ft,Rnd,BlkText",LTP,1.9680,0.6392,0.0000,$869.52,$275.17,$0.00
CU-1476,LTP-EF-F-24-R-T-BZT,EA,"LTP,EmbFld,Fg,24ft,Rnd,Tenon,BrzText",LTP,2.0000,0.7840,0.0000,$869.52,$275.17,$0.00
CU-1477,LTP-EF-F-24-S-T-BZS,EA,"LTP,EmbFld,Fg,24ft,Sqr,Tenon,BrzSmth",LTP,2.0000,0.7840,0.0000,$869.52,$275.17,$0.00
CU-1478,LTP-EF-F-30-R-T-BZT,EA,"LTP,EmbFld,Fg,30ft,Rnd,Tenon,BrzText",LTP,2.5280,0.7840,0.0000,$869.52,$275.17,$0.00
CU-1479,LTP-EF-F-30-S-T-BZS,EA,"LTP,EmbFld,Fg,30ft,Sqr,Tenon,BrzSmth",LTP,2.5280,0.7840,0.0000,$869.52,$275.17,$0.00
CU-1480,LTP-EF-F-35-R-T-BZT,EA,"LTP,EmbFld,Fg,35ft,Rnd,Tenon,BrzText",LTP,3.1360,0.9440,0.0000,$869.52,$275.17,$0.00
CU-1481,LTP-EF-F-35-S-T-BZS,EA,"LTP,EmbFld,Fg,35ft,Sqr,Tenon,BrzSmth",LTP,3.1360,0.9440,0.0000,$869.52,$275.17,$0.00
CU-1482,LTP-EF-F-41-R-T-BZT,EA,"LTP,EmbFld,Fg,41ft,Rnd,Tenon,BrzText",LTP,3.1360,0.9440,0.0000,$869.52,$275.17,$0.00
CU-1483,LTP-EF-F-47-R-T-BZT,EA,"LTP,EmbFld,Fg,47ft,Rnd,Tenon,BrzText",LTP,3.6000,1.1040,0.0000,$869.52,$275.17,$0.00
CU-1484,LTP-ES-A-19-R-TM,EA,"LTP,EmbSt,Al,19ft,Rnd,Top Mnt",LTP,2.5280,0.7840,0.0000,$869.52,$275.17,$0.00
CU-1485,LTP-ES-A-25-R-10,EA,"LTP,EmbSt,Al,25ft,Rnd,10ft",LTP,2.5280,0.7840,0.0000,$869.52,$275.17,$0.00
CU-1486,LTP-ES-A-25-R-6,EA,"LTP,EmbSt,Al,25ft,Rnd,6ft",LTP,2.5280,0.7840,0.0000,$869.52,$275.17,$0.00
CU-1487,LTP-ES-A-25-R-8,EA,"LTP,EmbSt,Al,25ft,Rnd,8ft",LTP,2.5280,0.7840,0.0000,$869.52,$275.17,$0.00
CU-1488,LTP-ES-A-30-R-10,EA,"LTP,EmbSt,Al,30ft,Rnd,10ft",LTP,3.1360,0.9440,0.0000,$869.52,$275.17,$0.00
CU-1489,LTP-ES-A-30-R-8,EA,"LTP,EmbSt,Al,30ft,Rnd,8ft",LTP,3.1360,0.9440,0.0000,$869.52,$275.17,$0.00
CU-1490,LTP-ES-A-35-R-10,EA,"LTP,EmbSt,Al,35ft,Rnd,10ft",LTP,3.1360,0.9440,0.0000,$869.52,$275.17,$0.00
CU-1491,LTP-ES-A-35-R-6,EA,"LTP,EmbSt,Al,35ft,Rnd,6ft",LTP,3.1360,0.9440,0.0000,$869.52,$275.17,$0.00
CU-1492,LTP-ES-A-35-R-8,EA,"LTP,EmbSt,Al,35ft,Rnd,8ft",LTP,3.1360,0.9440,0.0000,$869.52,$275.17,$0.00
CU-1493,LTP-ES-A-40-R-10,EA,"LTP,EmbSt,Al,40ft,Rnd,10ft",LTP,3.6000,1.1040,0.0000,$869.52,$275.17,$0.00
CU-1494,LTP-ES-A-40-R-6,EA,"LTP,EmbSt,Al,40ft,Rnd,6ft",LTP,3.6000,1.1040,0.0000,$869.52,$275.17,$0.00
CU-1495,LTP-ES-A-40-R-8,EA,"LTP,EmbSt,Al,40ft,Rnd,8ft",LTP,3.6000,1.1040,0.0000,$869.52,$275.17,$0.00
CU-1496,LTP-ES-A-45-R-10,EA,"LTP,EmbSt,Al,45ft,Rnd,10ft",LTP,3.6000,1.1040,0.0000,$869.52,$275.17,$0.00
CU-1497,LTP-ES-A-45-R-6,EA,"LTP,EmbSt,Al,45ft,Rnd,6ft",LTP,3.6000,1.1040,0.0000,$869.52,$275.17,$0.00
CU-1498,LTP-ES-A-45-R-8,EA,"LTP,EmbSt,Al,45ft,Rnd,8ft",LTP,3.6000,1.1040,0.0000,$869.52,$275.17,$0.00
CU-1499,LTP-ES-C-18-F-T-BKS,EA,"LTP,EmbSt,Cc,18ft,Flut,Tenon,BlkSmth",LTP,3.4240,1.3280,0.0000,$869.52,$275.17,$0.00
CU-1500,LTP-ES-C-18-F-T-GB,EA,"LTP,EmbSt,Cc,18ft,Flut,Tenon,GryBlk",LTP,3.4240,1.3280,0.0000,$869.52,$275.17,$0.00
CU-1501,LTP-ES-C-18-F-T-GYS,EA,"LTP,EmbSt,Cc,18ft,Flut,Tenon,GrySmth",LTP,3.4240,1.3280,0.0000,$869.52,$275.17,$0.00
CU-1502,LTP-ES-C-25-I-T-GYS,EA,"LTP,EmbSt,Cc,25ft,TpI,Tenon,GrySmth",LTP,3.4240,1.3280,0.0000,$869.52,$275.17,$0.00
CU-1503,LTP-ES-C-25-I-TM,EA,"LTP,EmbSt,Cc,25ft,TpI,TopMt",LTP,3.4240,1.3280,0.0000,$869.52,$275.17,$0.00
CU-1504,LTP-ES-C-25-O-T,EA,"LTP,EmbSt,Conc,25ft,Oct,Tenon",LTP,3.4240,1.3280,0.0000,$869.52,$275.17,$0.00
CU-1505,LTP-ES-C-25-O-T-BK,EA,"LTP,EmbSt,Cc,25 Ft,Oct,Ten,Blk",LTP,3.4240,1.3280,0.0000,$869.52,$275.17,$0.00
CU-1506,LTP-ES-C-25-O-T-BKX,EA,"LTP,EmbSt,Cc,25 Ft,Oct,Ten,BlkTx",LTP,3.4240,1.3280,0.0000,$869.52,$275.17,$0.00
CU-1507,LTP-ES-C-25-V-T-BKS,EA,"LTP,EmbSt,Cc,25ft,Vict,Tenon,BlkSmth",LTP,3.4240,1.3280,0.0000,$869.52,$275.17,$0.00
CU-1508,LTP-ES-C-25-V-T-GB,EA,"LTP,EmbSt,Cc,25ft,Vict,Tenon,GryBlk",LTP,3.4240,1.3280,0.0000,$869.52,$275.17,$0.00
CU-1509,LTP-ES-C-30-I-SM,EA,"LTP,EmbSt,Cc,30ft,TpI,SideMt",LTP,4.1440,1.6320,0.0000,$869.52,$275.17,$0.00
CU-1510,LTP-ES-C-30-I-T-GYS,EA,"LTP,EmbSt,Cc,30ft,TpI,Tenon,GrySmth",LTP,4.1440,1.6320,0.0000,$869.52,$275.17,$0.00
CU-1511,LTP-ES-C-30-I-TM,EA,"LTP,EmbSt,Cc,30ft,TpI,TopMt",LTP,4.1440,1.6320,0.0000,$869.52,$275.17,$0.00
CU-1512,LTP-ES-C-30-O-TM-GRN,EA,"LTP,EmbSt,Cc,30ft,Oct,TopMt,Green",LTP,4.1440,1.6320,0.0000,$869.52,$275.17,$0.00
CU-1513,LTP-ES-C-30-O-TM-SJB,EA,"LTP,EmbSt,Cc,30ft,Oct,TopMt,SanBrn",LTP,4.1440,1.6320,0.0000,$869.52,$275.17,$0.00
CU-1514,LTP-ES-C-30-S-T,EA,"LTP,EmbSt,Conc,30ft,Sqr,Tenon",LTP,4.1440,1.6320,0.0000,$869.52,$275.17,$0.00
CU-1515,LTP-ES-C-35-I-SM,EA,"LTP,EmbSt,Cc,35ft,TpI,SideMt",LTP,4.8800,1.9200,0.0000,$869.52,$275.17,$0.00
CU-1516,LTP-ES-C-35-I-TM,EA,"LTP,EmbSt,Cc,35ft,TpI,TopMt",LTP,4.8800,1.9200,0.0000,$869.52,$275.17,$0.00
CU-1517,LTP-ES-C-35-O-TM-BRW,EA,"LTP,EmbSt,Cc,35 Ft,Oct,TopMt,BrnWoodland",LTP,3.4240,1.3280,0.0000,$869.52,$275.17,$0.00
CU-1518,LTP-ES-C-35-O-TM-SJB,EA,"LTP,EmbSt,Cc,35ft,Oct,TopMt,SanBrn",LTP,4.8800,1.9200,0.0000,$869.52,$275.17,$0.00
CU-1519,LTP-ES-C-35-S-T,EA,"LTP,EmbSt,Conc,35ft,Sqr,Tenon",LTP,4.8800,1.9200,0.0000,$869.52,$275.17,$0.00
CU-1520,LTP-ES-C-40-I-T-GYS,EA,"LTP,EmbSt,Cc,40ft,TpI,Tenon,GrySmth",LTP,4.8800,1.9200,0.0000,$869.52,$275.17,$0.00
CU-1521,LTP-ES-C-40-I-T-SJG,EA,"LTP,EmbSt,Cc,40ft,TpI,Tenon,SanGry",LTP,4.8800,1.9200,0.0000,$869.52,$275.17,$0.00
CU-1522,LTP-ES-C-40-I-TM,EA,"LTP,EmbSt,Cc,40ft,TpI,TopMt",LTP,4.8800,1.9200,0.0000,$869.52,$275.17,$0.00
CU-1523,LTP-ES-C-40-I-TM-GYS,EA,"LTP,EmbSt,Cc,40ft,TpI,TopMt,GrySmth",LTP,4.8800,1.9200,0.0000,$869.52,$275.17,$0.00
CU-1524,LTP-ES-C-40-II-TM,EA,"LTP,EmbSt,Cc,40ft,TpII,TopMt",LTP,4.8800,1.9200,0.0000,$869.52,$275.17,$0.00
CU-1525,LTP-ES-C-40-S-T,EA,"LTP,EmbSt,Conc,40ft,Sqr,Tenon",LTP,4.8800,1.9200,0.0000,$869.52,$275.17,$0.00
CU-1526,LTP-ES-C-45-II-TM-GYS,EA,"LTP,EmbSt,Cc,45ft,TpII,TopMt,GrySmth",LTP,4.8800,1.9200,0.0000,$869.52,$275.17,$0.00
CU-1527,LTP-ES-C-50-II-TM-GYS,EA,"LTP,EmbSt,Cc,50ft,TpII,TopMt,GrySmth",LTP,4.8800,1.9200,0.0000,$869.52,$275.17,$0.00
CU-1528,LTP-ES-F-17-R-BKT,EA,"LTP,EmbSt,Fg,17ft,Rnd,BlkText",LTP,1.9680,0.6392,0.0000,$869.52,$275.17,$0.00
CU-1529,LTP-ES-F-20-R-T-BKS,EA,"LTP,EmbSt,Fg,20ft,Rnd,Tenon,BlkSmth",LTP,2.0000,0.7840,0.0000,$869.52,$275.17,$0.00
CU-1530,LTP-ES-F-23-R-T-GYS,EA,"LTP,EmbSt,Fg,23ft,Rnd,Tenon,GrySmth",LTP,2.0000,0.7840,0.0000,$869.52,$275.17,$0.00
CU-1531,LTP-ES-F-24-R-T-BKS,EA,"LTP,EmbSt,Fg,24ft,Rnd,Tenon,BlkSmth",LTP,2.0000,0.7840,0.0000,$869.52,$275.17,$0.00
CU-1532,LTP-ES-F-24-R-T-BZT,EA,"LTP,EmbSt,Fg,24ft,Rnd,Tenon,BrzText",LTP,2.0000,0.7840,0.0000,$869.52,$275.17,$0.00
CU-1533,LTP-ES-F-24-S-T-BZS,EA,"LTP,EmbSt,Fg,24ft,Sqr,Tenon,BrzSmth",LTP,2.0000,0.7840,0.0000,$869.52,$275.17,$0.00
CU-1534,LTP-ES-F-30-R-T-BZT,EA,"LTP,EmbSt,Fg,30ft,Rnd,Tenon,BrzText",LTP,2.5280,0.7840,0.0000,$869.52,$275.17,$0.00
CU-1535,LTP-ES-F-30-S-T-BZS,EA,"LTP,EmbSt,Fg,30ft,Sqr,Tenon,BrzSmth",LTP,2.5280,0.7840,0.0000,$869.52,$275.17,$0.00
CU-1536,LTP-ES-F-35-I-T-GYS,EA,"LTP,EmbSt,Fg,35ft,TpI,Tenon,GrySmth",LTP,4.8800,1.9200,0.0000,$869.52,$275.17,$0.00
CU-1537,LTP-ES-F-35-R-6-BKS,EA,"LTP,EmbSt,Fg,35ft,Rnd,6ft,BlkSmooth",LTP,2.5280,0.7840,0.0000,$869.52,$275.17,$0.00
CU-1538,LTP-ES-F-35-R-T-BZT,EA,"LTP,EmbSt,Fg,35ft,Rnd,Tenon,BrzText",LTP,3.1360,0.9440,0.0000,$869.52,$275.17,$0.00
CU-1539,LTP-ES-F-35-S-T-BZS,EA,"LTP,EmbSt,Fg,35ft,Sqr,Tenon,BrzSmth",LTP,3.1360,0.9440,0.0000,$869.52,$275.17,$0.00
CU-1540,LTP-ES-F-41-R-1-SS,EA,"LTP,EmbSt,Fg,41ft,Rnd,1 Pos,SilverSmooth",LTP,3.1360,0.9440,0.0000,$869.52,$275.17,$0.00
CU-1541,LTP-ES-F-41-R-T-BZT,EA,"LTP,EmbSt,Fg,41ft,Rnd,Tenon,BrzText",LTP,3.1360,0.9440,0.0000,$869.52,$275.17,$0.00
CU-1542,LTP-ES-F-47-R-T-BZT,EA,"LTP,EmbSt,Fg,47ft,Rnd,Tenon,BrzText",LTP,3.6000,1.1040,0.0000,$869.52,$275.17,$0.00
CU-1543,LTP-ES-S-30-R-T-B,EA,"LTP,EmbSt,Stl,30ft,Rnd,Tenon Mnt, Blck",LTP,4.8800,1.9200,0.0000,$869.52,$275.17,$0.00
CU-1544,LTP-ES-S-32-R-6,EA,"LTP,EmbSt,Stl,32ft,Rnd,6ft",LTP,4.1440,1.6320,0.0000,$869.52,$275.17,$0.00
CU-1545,LTP-ES-S-33-R-SM-B,EA,"LTP,EmbSt,Stl,32ft,Rnd,Sd Mnt,Blck",LTP,4.8800,1.6320,0.0000,$869.52,$275.17,$0.00
CU-1546,LTP-ES-S-35-R-2,EA,"LTP,EmbSt,Stl,35ft,Rnd,2Pos",LTP,4.8800,1.9200,0.0000,$869.52,$275.17,$0.00
CU-1547,LTP-ES-S-37-R-6,EA,"LTP,EmbSt,Stl,37ft,Rnd,6ft",LTP,4.8800,1.9200,0.0000,$869.52,$275.17,$0.00
CU-1548,LTP-FA-F-20-R-T-BZT,EA,"LTP,FndArea,Fg,20ft,Rnd,Tenon,BrzText",LTP,1.6000,0.4800,0.0000,$869.52,$275.17,$0.00
CU-1549,LTP-FA-F-20-S-T-BZS,EA,"LTP,FndArea,Fg,20ft,Sqr,Tenon,BrzSmth",LTP,1.6000,0.4800,0.0000,$869.52,$275.17,$0.00
CU-1550,LTP-FA-F-25-R-T-BZT,EA,"LTP,FndArea,Fg,25ft,Rnd,Tenon,BrzText",LTP,2.0000,0.4800,0.0000,$869.52,$275.17,$0.00
CU-1551,LTP-FA-F-25-S-T-BZS,EA,"LTP,FndArea,Fg,25ft,Sqr,Tenon,BrzSmth",LTP,2.0000,0.4800,0.0000,$869.52,$275.17,$0.00
CU-1552,LTP-FA-F-30-R-T-BZT,EA,"LTP,FndArea,Fg,30ft,Rnd,Tenon,BrzText",LTP,2.5280,0.6400,0.0000,$869.52,$275.17,$0.00
CU-1553,LTP-FA-F-30-S-T-BZS,EA,"LTP,FndArea,Fg,30ft,Sqr,Tenon,BrzSmth",LTP,2.5280,0.6400,0.0000,$869.52,$275.17,$0.00
CU-1554,LTP-FA-F-35-R-T-BZT,EA,"LTP,FndArea,Fg,35ft,Rnd,Tenon,BrzText",LTP,2.5280,0.6400,0.0000,$869.52,$275.17,$0.00
CU-1555,LTP-FA-F-40-R-T-BZT,EA,"LTP,FndArea,Fg,40ft,Rnd,Tenon,BrzText",LTP,3.1360,0.8000,0.0000,$869.52,$275.17,$0.00
CU-1556,LTP-FD-F-10-R-T-BKS,EA,"LTP,FndDec,Fg,10ft,Rnd,Tenon,BlkSmth",LTP,1.9680,0.6392,0.0000,$869.52,$275.17,$0.00
CU-1557,LTP-FD-F-10-R-T-BKT,EA,"LTP,FndDec,Fg,10ft,Rnd,Tenon,BlkText",LTP,1.9680,0.6392,0.0000,$869.52,$275.17,$0.00
CU-1558,LTP-FD-F-12-R-T-BKS,EA,"LTP,FndDec,Fg,12ft,Rnd,Tenon,BlkSmth",LTP,1.9680,0.6392,0.0000,$869.52,$275.17,$0.00
CU-1559,LTP-FD-F-12-R-T-BKT,EA,"LTP,FndDec,Fg,12ft,Rnd,Tenon,BlkText",LTP,1.9680,0.6392,0.0000,$869.52,$275.17,$0.00
CU-1560,LTP-FD-F-14-R-T-BKS,EA,"LTP,FndDec,Fg,14ft,Rnd,Tenon,BlkSmth",LTP,1.9680,0.6392,0.0000,$869.52,$275.17,$0.00
CU-1561,LTP-FD-F-14-R-T-BKT,EA,"LTP,FndDec,Fg,14ft,Rnd,Tenon,BlkText",LTP,1.9680,0.6392,0.0000,$869.52,$275.17,$0.00
CU-1562,LTP-FF-F-20-R-T-BZT,EA,"LTP,FndFld,Fg,20ft,Rnd,Tenon,BrzText",LTP,1.6000,0.4800,0.0000,$869.52,$275.17,$0.00
CU-1563,LTP-FF-F-20-S-T-BZS,EA,"LTP,FndFld,Fg,20ft,Sqr,Tenon,BrzSmth",LTP,1.6000,0.4800,0.0000,$869.52,$275.17,$0.00
CU-1564,LTP-FF-F-25-R-T-BZT,EA,"LTP,FndFld,Fg,25ft,Rnd,Tenon,BrzText",LTP,2.0000,0.4800,0.0000,$869.52,$275.17,$0.00
CU-1565,LTP-FF-F-25-S-T-BZS,EA,"LTP,FndFld,Fg,25ft,Sqr,Tenon,BrzSmth",LTP,2.0000,0.4800,0.0000,$869.52,$275.17,$0.00
CU-1566,LTP-FF-F-30-R-T-BZT,EA,"LTP,FndFld,Fg,30ft,Rnd,Tenon,BrzText",LTP,3.1360,0.9440,0.0000,$869.52,$275.17,$0.00
CU-1567,LTP-FF-F-30-S-T-BZS,EA,"LTP,FndFld,Fg,30ft,Sqr,Tenon,BrzSmth",LTP,2.5280,0.6400,0.0000,$869.52,$275.17,$0.00
CU-1568,LTP-FF-F-35-R-T-BZT,EA,"LTP,FndFld,Fg,35ft,Rnd,Tenon,BrzText",LTP,2.5280,0.6400,0.0000,$869.52,$275.17,$0.00
CU-1569,LTP-FF-F-40-R-T-BZT,EA,"LTP,FndFld,Fg,40ft,Rnd,Tenon,BrzText",LTP,3.1360,0.8000,0.0000,$869.52,$275.17,$0.00
CU-1570,LTP-FS-A-18-F-T-BK,EA,"LTP,FndSt,Al,18ft,Fluted,Tenon,Black",LTP,N/A,N/A,N/A,$869.52,$275.17,$0.00
CU-1571,LTP-FS-A-25-R-10,EA,"LTP,FndSt,Al,25ft,Rnd,10ft",LTP,2.0000,0.4800,0.0000,$869.52,$275.17,$0.00
CU-1572,LTP-FS-A-25-R-6,EA,"LTP,FndSt,Al,25ft,Rnd,6ft",LTP,2.0000,0.4800,0.0000,$869.52,$275.17,$0.00
CU-1573,LTP-FS-A-25-R-8,EA,"LTP,FndSt,Al,25ft,Rnd,8ft",LTP,2.0000,0.4800,0.0000,$869.52,$275.17,$0.00
CU-1574,LTP-FS-A-28-R-6-BK,EA,"LTP,FndSt,Al,28ft,Rnd,6ft,Black",LTP,N/A,N/A,N/A,$869.52,$275.17,$0.00
CU-1575,LTP-FS-A-30-R-1,EA,"LTP,FndSt,Al,30ft,Rnd,1Pos",LTP,2.5280,0.6400,0.0000,$869.52,$275.17,$0.00
CU-1576,LTP-FS-A-30-R-10,EA,"LTP,FndSt,Al,30ft,Rnd,10ft",LTP,2.5280,0.6400,0.0000,$869.52,$275.17,$0.00
CU-1577,LTP-FS-A-30-R-2,EA,"LTP,FndSt,Al,30ft,Rnd,2Pos",LTP,2.5280,0.6400,0.0000,$869.52,$275.17,$0.00
CU-1578,LTP-FS-A-30-R-6,EA,"LTP,FndSt,Al,30ft,Rnd,6ft",LTP,2.5280,0.6400,0.0000,$869.52,$275.17,$0.00
CU-1579,LTP-FS-A-30-R-8,EA,"LTP,FndSt,Al,30ft,Rnd,8ft",LTP,2.5280,0.6400,0.0000,$869.52,$275.17,$0.00
CU-1580,LTP-FS-A-35-R-10,EA,"LTP,FndSt,Al,35ft,Rnd,10ft",LTP,2.5280,0.6400,0.0000,$869.52,$275.17,$0.00
CU-1581,LTP-FS-A-35-R-12,EA,"LTP,FndSt,Al,35ft,Rnd,12ft",LTP,2.5280,0.6400,0.0000,$869.52,$275.17,$0.00
CU-1582,LTP-FS-A-35-R-6,EA,"LTP,FndSt,Al,35ft,Rnd,6ft",LTP,2.5280,0.6400,0.0000,$869.52,$275.17,$0.00
CU-1583,LTP-FS-A-35-R-8,EA,"LTP,FndSt,Al,35ft,Rnd,8ft",LTP,2.5280,0.6400,0.0000,$869.52,$275.17,$0.00
CU-1584,LTP-FS-A-40-R-10,EA,"LTP,FndSt,Al,40ft,Rnd,10ft",LTP,3.1360,0.8000,0.0000,$869.52,$275.17,$0.00
CU-1585,LTP-FS-A-40-R-6,EA,"LTP,FndSt,Al,40ft,Rnd,6ft",LTP,3.1360,0.8000,0.0000,$869.52,$275.17,$0.00
CU-1586,LTP-FS-A-40-R-8,EA,"LTP,FndSt,Al,40ft,Rnd,8ft",LTP,3.1360,0.8000,0.0000,$869.52,$275.17,$0.00
CU-1587,LTP-FS-A-45-R-10,EA,"LTP,FndSt,Al,45ft,Rnd,10ft",LTP,3.1360,0.8000,0.0000,$869.52,$275.17,$0.00
CU-1588,LTP-FS-A-45-R-6,EA,"LTP,FndSt,Al,45ft,Rnd,6ft",LTP,3.1360,0.8000,0.0000,$869.52,$275.17,$0.00
CU-1589,LTP-FS-A-45-R-8,EA,"LTP,FndSt,Al,45ft,Rnd,8ft",LTP,3.1360,0.8000,0.0000,$869.52,$275.17,$0.00
CU-1590,LTP-FS-F-20-R-T-BZT,EA,"LTP,FndSt,Fg,20ft,Rnd,Tenon,BrzText",LTP,1.6000,0.4800,0.0000,$869.52,$275.17,$0.00
CU-1591,LTP-FS-F-20-S-T-BZS,EA,"LTP,FndSt,Fg,20ft,Sqr,Tenon,BrzSmth",LTP,1.6000,0.4800,0.0000,$869.52,$275.17,$0.00
CU-1592,LTP-FS-F-25-R-T-BZT,EA,"LTP,FndSt,Fg,25ft,Rnd,Tenon,BrzText",LTP,2.0000,0.4800,0.0000,$869.52,$275.17,$0.00
CU-1593,LTP-FS-F-25-S-T-BZS,EA,"LTP,FndSt,Fg,25ft,Sqr,Tenon,BrzSmth",LTP,2.0000,0.4800,0.0000,$869.52,$275.17,$0.00
CU-1594,LTP-FS-F-30-R-6-BKT,EA,"LTP,FndSt,Fg,30ft,Rnd,6FT,BlkText",LTP,3.1360,0.9440,0.0000,$869.52,$275.17,$0.00
CU-1595,LTP-FS-F-30-R-T-BZT,EA,"LTP,FndSt,Fg,30ft,Rnd,Tenon,BrzText",LTP,3.1360,0.9440,0.0000,$869.52,$275.17,$0.00
CU-1596,LTP-FS-F-30-S-T-BZS,EA,"LTP,FndSt,Fg,30ft,Sqr,Tenon,BrzSmth",LTP,2.5280,0.6400,0.0000,$869.52,$275.17,$0.00
CU-1597,LTP-FS-F-35-R-T-BZT,EA,"LTP,FndSt,Fg,35ft,Rnd,Tenon,BrzText",LTP,2.5280,0.6400,0.0000,$869.52,$275.17,$0.00
CU-1598,LTP-FS-F-40-R-T-BZT,EA,"LTP,FndSt,Fg,40ft,Rnd,Tenon,BrzText",LTP,3.1360,0.8000,0.0000,$869.52,$275.17,$0.00
CU-1599,LTP-FS-S-25-R-1-SC-BK,EA,"LTP,FndSt,Stl,25ft,Rnd,1Pos,SmCel,Black",LTP,2.3040,1.2800,1.7120,$869.52,$275.17,$0.00
CU-1600,LTP-FS-S-25-R-1-SC-BR,EA,"LTP,FndSt,Stl,25ft,Rnd,1Pos,SmCel,Brown",LTP,2.3040,1.2800,1.7120,$869.52,$275.17,$0.00
CU-1601,LTP-FS-S-25-R-1-SC-DBZ,EA,"LTP,FndSt,Stl,25ft,Rnd,1Pos,SmCel,DrkBnz",LTP,2.3040,1.2800,1.7120,$869.52,$275.17,$0.00
CU-1602,LTP-FS-S-25-R-1-SC-DGRN,EA,"LTP,FndSt,Stl,25ft,Rnd,1Pos,SmCel,DrkGrn",LTP,2.3040,1.2800,1.7120,$869.52,$275.17,$0.00
CU-1603,LTP-FS-S-25-R-1-SC-GV,EA,"LTP,FndSt,Stl,25ft,Rnd,1Pos,SmCel,Galvnz",LTP,2.3040,1.2800,1.7120,$869.52,$275.17,$0.00
CU-1604,LTP-FS-S-25-R-6,EA,"LTP,FndSt,Stl,25ft,Rnd,6ft",LTP,3.1360,0.8000,0.0000,$869.52,$275.17,$0.00
CU-1605,LTP-FS-S-28-R-SM-B,EA,"LTP,FndSt,Stl,28ft,Rnd,Sd Mnt,Blck",LTP,2.3040,0.8000,0.0000,$869.52,$275.17,$0.00
CU-1606,LTP-FS-S-30-R-1-SC-BK,EA,"LTP,FndSt,Stl,30ft,Rnd,1Pos,SmCel,Black",LTP,2.3040,1.2800,1.7120,$869.52,$275.17,$0.00
CU-1607,LTP-FS-S-30-R-1-SC-BR,EA,"LTP,FndSt,Stl,30ft,Rnd,1Pos,SmCel,Brown",LTP,2.3040,1.2800,1.7120,$869.52,$275.17,$0.00
CU-1608,LTP-FS-S-30-R-1-SC-DBZ,EA,"LTP,FndSt,Stl,30ft,Rnd,1Pos,SmCel,DrkBnz",LTP,2.3040,1.2800,1.7120,$869.52,$275.17,$0.00
CU-1609,LTP-FS-S-30-R-1-SC-DGRN,EA,"LTP,FndSt,Stl,30ft,Rnd,1Pos,SmCel,DrkGrn",LTP,2.3040,1.2800,1.7120,$869.52,$275.17,$0.00
CU-1610,LTP-FS-S-30-R-1-SC-GV,EA,"LTP,FndSt,Stl,30ft,Rnd,1Pos,SmCel,Galvnz",LTP,2.3040,1.2800,1.7120,$869.52,$275.17,$0.00
CU-1611,LTP-FS-S-30-R-T-B,EA,"LTP,FndSt,Stl,30ft,Rnd,Tenon Mnt,Blck",LTP,2.3040,1.6160,0.0000,$869.52,$275.17,$0.00
CU-1612,LTP-FS-S-35-R-1-SC-BK,EA,"LTP,FndSt,Stl,35ft,Rnd,1Pos,SmCel,Black",LTP,2.3040,1.2800,1.7120,$869.52,$275.17,$0.00
CU-1613,LTP-FS-S-35-R-1-SC-BR,EA,"LTP,FndSt,Stl,35ft,Rnd,1Pos,SmCel,Brown",LTP,2.3040,1.2800,1.7120,$869.52,$275.17,$0.00
CU-1614,LTP-FS-S-35-R-1-SC-DBZ,EA,"LTP,FndSt,Stl,35ft,Rnd,1Pos,SmCel,DrkBnz",LTP,2.3040,1.2800,1.7120,$869.52,$275.17,$0.00
CU-1615,LTP-FS-S-35-R-1-SC-DGRN,EA,"LTP,FndSt,Stl,35ft,Rnd,1Pos,SmCel,DrkGrn",LTP,2.3040,1.2800,1.7120,$869.52,$275.17,$0.00
CU-1616,LTP-FS-S-35-R-1-SC-GV,EA,"LTP,FndSt,Stl,35ft,Rnd,1Pos,SmCel,Galvnz",LTP,2.3040,1.2800,1.7120,$869.52,$275.17,$0.00
