CU WBS #,CU,Unit Of Measure,Description,Compatible Unit Group,Install Hours,Removal Hours,Transfer Hours,Install Price,Removal Price,Transfer Price
CU-1617,LTP-FS-S-35-R-15,EA,"LTP,FndSt,Stl,35ft,Rnd,15ft",LTP,4.4160,1.6160,0.0000,$869.52,$275.17,$0.00
CU-1618,LTP-FS-S-40-R-1-SC-BK,EA,"LTP,FndSt,Stl,40ft,Rnd,1Pos,SmCel,Black",LTP,2.3040,1.2800,1.7120,$869.52,$275.17,$0.00
CU-1619,LTP-FS-S-40-R-1-SC-BR,EA,"LTP,FndSt,Stl,40ft,Rnd,1Pos,SmCel,Brown",LTP,2.3040,1.2800,1.7120,$869.52,$275.17,$0.00
CU-1620,LTP-FS-S-40-R-1-SC-DBZ,EA,"LTP,FndSt,Stl,40ft,Rnd,1Pos,SmCel,DrkBnz",LTP,2.3040,1.2800,1.7120,$869.52,$275.17,$0.00
CU-1621,LTP-FS-S-40-R-1-SC-DGRN,EA,"LTP,FndSt,Stl,40ft,Rnd,1Pos,SmCel,DrkGrn",LTP,2.3040,1.2800,1.7120,$869.52,$275.17,$0.00
CU-1622,LTP-FS-S-40-R-1-SC-GV,EA,"LTP,FndSt,Stl,40ft,Rnd,1Pos,SmCel,Galvnz",LTP,2.3040,1.2800,1.7120,$869.52,$275.17,$0.00
CU-1623,LTP-FS-S-43-R-2,EA,"LTP,FndSt,Steel,43,Rnd,2pos",LTP,2.3040,1.6160,0.0000,$869.52,$275.17,$0.00
CU-1624,LTP-FS-S-45-R-1-SC-BK,EA,"LTP,FndSt,Stl,45ft,Rnd,1Pos,SmCel,Black",LTP,0.3200,0.1760,0.5760,$869.52,$275.17,$0.00
CU-1625,LTP-FS-S-45-R-1-SC-BR,EA,"LTP,FndSt,Stl,45ft,Rnd,1Pos,SmCel,Brown",LTP,0.3200,0.1760,0.5760,$869.52,$275.17,$0.00
CU-1626,LTP-FS-S-45-R-1-SC-DBZ,EA,"LTP,FndSt,Stl,45ft,Rnd,1Pos,SmCel,DrkBnz",LTP,0.3200,0.1760,0.5760,$869.52,$275.17,$0.00
CU-1627,LTP-FS-S-45-R-1-SC-DGRN,EA,"LTP,FndSt,Stl,45ft,Rnd,1Pos,SmCel,DrkGrn",LTP,2.3040,1.2800,1.7120,$869.52,$275.17,$0.00
CU-1628,LTP-FS-S-45-R-1-SC-GV,EA,"LTP,FndSt,Stl,45ft,Rnd,1Pos,SmCel,Galvnz",LTP,0.3200,0.1760,0.5760,$869.52,$275.17,$0.00
CU-1629,LVD-CCM50,EA,"LVD,Control Cable 3-1,3-4pin,16pin, 50'",MO,0.0000,0.0000,0.0000,$0.00,$0.00,$0.00
CU-1630,LVD-CRM,EA,"LVD, Control Cable Mount w/hardware",LVM-CCM,0.5120,0.2080,1.3760,$69.12,$28.08,$185.76
CU-1631,LVD-CRM-C,EA,"LVD, Control Cable Mount w/hardware,Cor",LVM-CCM,0.5120,0.2080,1.3760,$69.12,$28.08,$185.76
CU-1632,LVD-CRM661,EA,"LVD, Line Voltage Monitor Control M661",CTRL,0.1920,0.0960,0.2400,$68.18,$23.76,$86.13
CU-1633,LVD-PC,EA,"LVD, Power Cable, Armored, 40'",MO,0.0000,0.0000,0.0000,$0.00,$0.00,$0.00
CU-1634,LVD-SSLG-CP,EA,"LVD, Security Sleeve Lg, Power, Control",MO,0.0000,0.0000,0.0000,$0.00,$0.00,$0.00
CU-1635,LVD-SSSM-COMM,EA,"LVD, Security Sleeve Sm, Comm",MO,0.0000,0.0000,0.0000,$0.00,$0.00,$0.00
CU-1636,LVM-CCM,EA,"LVM,Control and Cable Mtng, Cable Incl",LVM-CCM,0.5120,0.2080,1.3760,$69.12,$28.08,$185.76
CU-1637,LVM-CMP,EA,"LVM,Complete",LVM-CMP,1.3120,0.4640,1.1040,$177.12,$62.64,$149.04
CU-1638,LVM-FCI-DA,EA,"LVM,Fault Current Sensor, DA",FCI,0.2880,0.1600,0.1120,$21.60,$10.80,$22.68
CU-1639,LVM-FCI-MM3-ATT,EA,"LVM,Fault Current Sensor, MM3,ATT",FCI,N/A,N/A,N/A,$21.60,$10.80,$22.68
CU-1640,LVM-FCI-MM3-B-ATT,EA,"LVM,FCI, MM3,Basic, 9hrLED, Min16A, ATT",FCI,0.2880,0.1600,0.1120,$21.60,$10.80,$22.68
CU-1641,LVM-FCI-MM3-B-VER,EA,"LVM, FCI, MM3,Basic, 9hrLED,Min16A, VER",FCI,0.2880,0.1600,0.1120,$21.60,$10.80,$22.68
CU-1642,LVM-FCI-MM3-E-ATT,EA,"LVM,FCI,MM3,Enhanced,9hrLED,Min16A,ATT",FCI,0.2880,0.1600,0.1120,$21.60,$10.80,$22.68
CU-1643,LVM-FCI-MM3-E-VER,EA,"LVM,FCI,MM3,Enhanced,9hrLED,Min16A,VER",FCI,0.2880,0.1600,0.1120,$21.60,$10.80,$22.68
CU-1644,LVM-FCI-MM3-VER,EA,"LVM,Fault Current Sensor, MM3,Verizon",FCI,N/A,N/A,N/A,$21.60,$10.80,$22.68
CU-1645,LVM-FCI-SS-LTE,EA,"LVM,FCI,Smart Sensor, LTE Communication",FCI,0.2880,0.1600,0.1120,$21.60,$10.80,$22.68
CU-1646,LVM-VCS-15,EA,"LVM,Voltage/Current Sensor,15kV",CPD-CS,0.2880,0.1600,0.1120,$38.88,$21.60,$15.12
CU-1647,LVM-VCS-15-C,EA,"LVM,Voltage/Current Sensor,15kV,Cor",CPD-CS,0.2880,0.1600,0.1120,$38.88,$21.60,$15.12
CU-1648,LVM-VCS-25,EA,"LVM,Voltage/Current Sensor,25kV",CPD-CS,0.2880,0.1600,0.1120,$38.88,$21.60,$15.12
CU-1649,LVM-VCS-35,EA,"LVM,Voltage/Current Sensor,35kV",CPD-CS,0.2880,0.1600,0.1120,$38.88,$21.60,$15.12
CU-1650,LVM-VCSA-15,EA,"LVM,Voltage/Current Sensor,X-Arm Mt,15kV",CPD-CS,0.2880,0.1600,0.1120,$38.88,$21.60,$15.12
CU-1651,LVM-VCSA-15-C,EA,"LVM,Voltage/Current Sensor,Xarm,15kV,Cor",CPD-CS,0.2880,0.1600,0.1120,$38.88,$21.60,$15.12
CU-1652,LVM-VCSA-25,EA,"LVM,Voltage/Current Sensor,X-Arm Mt,25kV",CPD-CS,0.2880,0.1600,0.1120,$38.88,$21.60,$15.12
CU-1653,LVM-VCSA-35,EA,"LVM,Voltage/Current Sensor,X-Arm Mt,35kV",CPD-CS,0.2880,0.1600,0.1120,$38.88,$21.60,$15.12
CU-1654,MLBR-I10M-R5M-T10M,EA,METER LABOR - MR_.21_2,MLBR-I10M-R5M-T10M,0.1120,0.0640,0.1600,N/A,N/A,N/A
CU-1655,MLBR-I15M-R10M,EA,METER LABOR - MR_.22,MLBR-I15M-R10M,0.2240,0.1280,0.0000,N/A,N/A,N/A
CU-1656,MLBR-I15M-R5M-T15M,EA,METER LABOR - MR_.31,MLBR-I15M-R5M-T15M,0.2120,0.0640,0.2600,N/A,N/A,N/A
CU-1657,MLBR-I1M-R1M,EA,METER LABOR - MR_.02,MLBR-I1M-R1M,0.0160,0.0160,0.0000,N/A,N/A,N/A
CU-1658,MLBR-R10M-T20M,EA,METER LABOR - MR_.28,MLBR-R10M-T20M,0.0000,0.1280,0.3200,N/A,N/A,N/A
CU-1659,MLBR-R10M-T25M,EA,METER LABOR - MR_35,MLBR-R10M-T25M,0.0000,0.1600,0.4000,N/A,N/A,N/A
CU-1660,MLBR-R5M-T10M,EA,METER LABOR - MR_.14,MLBR-R5M-T10M,0.0000,0.0640,0.1600,N/A,N/A,N/A
CU-1661,MLBR-R5M-T15M,EA,METER LABOR - MR_.21,MLBR-R5M-T15M,0.0000,0.0960,0.2400,N/A,N/A,N/A
CU-1662,MLBR-R5M-T20M,EA,METER LABOR - MR_.26,MLBR-R5M-T20M,0.0000,0.0960,0.3200,N/A,N/A,N/A
CU-1663,MTD-CT200,EA,"MTD,Current Xfmr 200:5 Amp",MTD-CT,2.3200,1.8400,3.1200,N/A,N/A,N/A
CU-1664,MTD-CT50,EA,"MTD,Current Xfmr 50:5 Amp",MTD-CT,2.3200,1.8400,3.1200,N/A,N/A,N/A
CU-1665,MTD-CT600,EA,"MTD,Current Xfmr 600:5 Amp",MTD-CT,2.3200,1.8400,3.1200,N/A,N/A,N/A
CU-1666,MTD-CT6V15P,EA,"MTD,Current Xfmr 600V 1500:5 Padmount",MTD-CT,2.3200,1.8400,3.1200,N/A,N/A,N/A
CU-1667,MTD-CT6V15S,EA,"MTD,Current Xfmr 600V 1500:5 Std.Base",MTD-CT,2.0800,1.6800,1.6000,N/A,N/A,N/A
CU-1668,MTD-CT6V2L,EA,"MTD,Current Xfmr 600V 200:5 Low Base",MTD-CT,2.0800,1.6800,1.6000,N/A,N/A,N/A
CU-1669,MTD-CT6V2P,EA,"MTD,Current Xfmr 600V 200:5 Padmount",MTD-CT,0.8640,0.7040,0.6560,N/A,N/A,N/A
CU-1670,MTD-CT6V30P,EA,"MTD,Current Xfmr 600V 3000:5 Padmount",MTD-CT,2.3200,1.8400,3.1200,N/A,N/A,N/A
CU-1671,MTD-CT6V40P,EA,"MTD,Current Xfmr 600V 4000:5 Padmount",MTD-CT,2.0800,1.6800,1.6000,N/A,N/A,N/A
CU-1672,MTD-CT6V4L,EA,"MTD,Current Xfmr 600V 400:5 Low Base",MTD-CT,2.0800,1.6800,1.6000,N/A,N/A,N/A
CU-1673,MTD-CT6V4P,EA,"MTD,Current Xfmr 600V 400:5 Padmount",MTD-CT,0.8640,0.7040,0.6560,N/A,N/A,N/A
CU-1674,MTD-CT6V4S,EA,"MTD,Current Xfmr 600V 400:5 Std. Base",MTD-CT,2.0800,1.6800,1.6000,N/A,N/A,N/A
CU-1675,MTD-CTCC125,EA,"MTD,Current Xfmr typeCC125 25/50:5 34.5k",MTD-CT,2.0800,1.6800,1.6000,N/A,N/A,N/A
CU-1676,MTD-CTCC175,EA,"MTD,Current Xfmr typeCC175 50/100:5 34.5",MTD-CT,2.0800,1.6800,1.6000,N/A,N/A,N/A
CU-1677,MTD-CTCC235D,EA,"MTD,CrntXfmr,type CC235 100/200:5 34.5 D",MTD-CT,2.0800,1.6800,1.6000,N/A,N/A,N/A
CU-1678,MTD-CTCC235Y,EA,"MTD,CrntXfmr,type CC235 100/200:5 34.5 Y",MTD-CT,2.0800,1.6800,1.6000,N/A,N/A,N/A
CU-1679,MTD-CTCK293,EA,"MTD,Current Xfmr type CK293 200:5A 15kV",MTD-CT,2.0800,1.6800,1.6000,N/A,N/A,N/A
CU-1680,MTD-CTCK423,EA,"MTD,Current Xfmr type CK423 600:5A",MTD-CT,2.0800,1.6800,1.6000,N/A,N/A,N/A
CU-1681,MTD-OB,EA,"MTD,Option Board input/Output",MTD-OB,1.1200,0.9920,2.1920,$151.20,$133.92,$295.92
CU-1682,MTD-PED,EA,"MTD,Meter Pedestal",MTD-PED,0.5032,0.2584,0.0000,$67.93,$34.88,$0.00
CU-1683,MTD-PMBKT1,EA,"Primary Metering Bracket, 1ph, 15kV",MTD-PMBKT1,1.5000,0.7500,0.0000,N/A,N/A,N/A
CU-1684,MTD-PMBKT3,EA,"Primary Metering Bracket, 3ph, 15kV",MTD-PMBKT3,2.5000,1.2500,0.0000,N/A,N/A,N/A
CU-1685,MTD-PMCDTR1,EA,"MTD,PRI METER, CDT REQ, POLE INSTALL",MTD-PMCDTR,1.3330,0.5000,0.0000,N/A,N/A,N/A
CU-1686,MTD-PMCDTR3,EA,"MTD,PRI METER, CDT REQ, POLE INSTALL",MTD-PMCDTR,1.3330,0.5000,0.0000,N/A,N/A,N/A
CU-1687,MTD-PMCMP1,EA,"MTD,PRI METER, COMPLETE, POLE INSTALL",MTD-PMCMP,1.0000,0.5000,0.0000,N/A,N/A,N/A
CU-1688,MTD-PMCMP3,EA,"MTD,PRI METER, COMPLETE, POLE INSTALL",MTD-PMCMP,1.0000,0.5000,0.0000,N/A,N/A,N/A
CU-1689,MTD-PMMSXFR,EA,Primary Meter Meter Socket Xfr Rated,MTD-PMMSXFR,2.0000,1.0000,0.0000,N/A,N/A,N/A
CU-1690,MTD-PMMSXFROH,EA,Primary Meter Meter Socket Xfr Rated-OH,MTD-PMMSXFR,2.0000,1.0000,0.0000,N/A,N/A,N/A
CU-1691,MTD-PMMSXFRTX,EA,Primary Meter Meter Socket Xfr Rated-TX,MTD-PMMSXFR,2.0000,1.0000,0.0000,N/A,N/A,N/A
CU-1692,MTD-POLMS,EA,Pole Mounted Meter Socket,MTD-POLMS,1.0000,0.5000,0.0000,N/A,N/A,N/A
CU-1693,MTD-PT20,EA,"MTD,Potential Xfmr,20/1, 5kV, 2.4/120V",MTD-PT,3.1200,2.7200,3.1200,N/A,N/A,N/A
CU-1694,MTD-PT60,EA,"MTD,Potential Xfmr,60/1,15kV 7.2/12.4Y",MTD-PT,3.1200,2.7200,3.1200,N/A,N/A,N/A
CU-1695,MTD-PT70,EA,"MTD,Potential Xfmr,70/1,15kV,8.4/14.5Y",MTD-PT,3.1200,2.7200,3.1200,N/A,N/A,N/A
CU-1696,MTD-PTVC424,EA,"MTD,Potential Xfmr type VC424 120:1 25kV",MTD-PTV,2.0800,1.6800,1.6000,N/A,N/A,N/A
CU-1697,MTD-PTVC525,EA,"MTD,PotentialXfmr,typeVC525 175:1 34.5kV",MTD-PTV,2.0800,1.6800,1.6000,N/A,N/A,N/A
CU-1698,MTD-PTVD535,EA,"MTD,PotentlXfmr,tp VD535 175/300:5 34.5",MTD-PTV,2.0800,1.6800,1.6000,N/A,N/A,N/A
CU-1699,MTD-PTVK393,EA,"MTD,Potential Xfmr type VK393 100:1 15kV",MTD-PTV,2.0800,1.6800,1.6000,N/A,N/A,N/A
CU-1700,MTD-PTVK423,EA,"MTD,Potential Xfmr type VK423 120:1 15kV",MTD-PTV,2.0800,1.6800,1.6000,N/A,N/A,N/A
CU-1701,MTD-SCVR,EA,"MTD, Socket, Cover",MTD-SCVR,0.0160,0.0160,0.0000,N/A,N/A,N/A
CU-1702,MTD-SMBKT,EA,"Secondary Metering Bracket, 600V",MTD-SMBKT,1.0000,0.5000,0.0000,N/A,N/A,N/A
CU-1703,MTD-SSK,EA,"MTD,Softswitch Type K",MTD-SS,1.1200,0.9920,2.1920,N/A,N/A,N/A
CU-1704,MTD-SSR,EA,"MTD,Softswitch Type R",MTD-SS,1.1200,0.9920,2.1920,N/A,N/A,N/A
CU-1705,MTD-SST,EA,"MTD,Softswitch Type T",MTD-SS,1.1200,0.9920,2.1920,N/A,N/A,N/A
CU-1706,MTD-VVOXFRBKT-15,EA,"MTD,VVO Transformer Rack, 15kv",MTD-PMBKT3,3.0000,1.5000,0.0000,N/A,N/A,N/A
CU-1707,MTD-VVOXFRBKT-345,EA,"MTD,VVO Transformer Rack, 34.5kv",MTD-PMBKT3,3.0000,1.5000,0.0000,N/A,N/A,N/A
CU-1708,MTR-00006,EA,"MTR,00006,Class 200, 240V,1ph,3 wire",MTR-1,0.1120,0.0640,0.1600,N/A,N/A,N/A
CU-1709,MTR-00008,EA,"MTR,00008,Class 320,240V,1ph,3 wire",MTR-1,0.1120,0.0640,0.1600,N/A,N/A,N/A
CU-1710,MTR-0A006,EA,"MTR-Type 0A006 Class200,240v RF",MTR-1,0.1120,0.0640,0.1600,N/A,N/A,N/A
CU-1711,MTR-EA006,EA,"MTR,EA006,Class 200, 240V,1ph,3 wire",MTR-1,0.1120,0.0640,0.1600,N/A,N/A,N/A
CU-1712,MTR-EA036,EA,"MTR,EA036,Class 200, 120V,3ph,3 wire",MTR-1,0.1120,0.0640,0.1600,N/A,N/A,N/A
CU-1713,MTR-G60F1,EA,"MTR,G60F1,Class20,120-480V,3ph,3 wire",MTR-2,0.2400,0.2400,0.4800,N/A,N/A,N/A
CU-1714,MTR-G60F8AP,EA,"MTR,G60F8,Class 320,120-480V,3ph",MTR-2,1.1200,0.9920,2.1920,N/A,N/A,N/A
CU-1715,MTR-G60F8IM,EA,"MTR,G60F8,Class 320,120-480V,3ph",MTR-2,1.1200,0.9920,2.1920,N/A,N/A,N/A
CU-1716,MTR-G60F8KY,EA,"MTR,G60F8,Class 320,120-480V,3ph",MTR-2,1.1200,0.9920,2.1920,N/A,N/A,N/A
CU-1717,MTR-G60F8OH,EA,"MTR,G60F8,Class 320,120-480V,3ph",MTR-2,1.1200,0.9920,2.1920,N/A,N/A,N/A
CU-1718,MTR-G60F8PS,EA,"MTR,G60F8,Class 320,120-480V,3ph",MTR-2,1.1200,0.9920,2.1920,N/A,N/A,N/A
CU-1719,MTR-G60F8SW,EA,"MTR,G60F8,Class 320,120-480V,3ph",MTR-2,1.1200,0.9920,2.1920,N/A,N/A,N/A
CU-1720,MTR-G60F8TX,EA,"MTR,G60F8,Class 320,120-480V,3ph",MTR-2,1.1200,0.9920,2.1920,N/A,N/A,N/A
CU-1721,MTR-G60G1,EA,"MTR,G60G1,Class20,120-480V,1ph,2 wire",MTR-2,1.1200,0.9920,2.1920,N/A,N/A,N/A
CU-1722,MTR-GN036,EA,"MTR, GN036 Class 200 30TA 120V3 ph.3wire",MTR-2,0.2400,0.2400,0.4800,N/A,N/A,N/A
CU-1723,MTR-GNNA1,EA,"MTR,GNNA1,Class 20,120-480V,3ph",MTR-2,0.2400,0.2400,0.4800,N/A,N/A,N/A
CU-1724,MTR-GNNA8,EA,"MTR,GNNA8 Class 320 120-480v 3Phase",MTR-2,0.2400,0.2400,0.4800,N/A,N/A,N/A
CU-1725,MTR-GS008,EA,"MTR,GS008, Class 320 w/tou sw ,1 phase",MTR-1,0.1120,0.0640,0.1600,N/A,N/A,N/A
CU-1726,MTS-100-OU-4T-E,EA,"MTS,100A,OH/UG,4T,East",MTS,0.0000,0.0640,0.1600,N/A,N/A,N/A
CU-1727,MTS-200-O-4T-E,EA,"MTS,200A,OH,4T,East",MTS,0.0000,0.0640,0.1600,N/A,N/A,N/A
CU-1728,MTS-200-O-4T-W,EA,"MTS,200A,OH,4T,West",MTS,0.0000,0.0640,0.1600,N/A,N/A,N/A
CU-1729,MTS-200-O-4T-WC,EA,"MTS,200A,OH,4T,West Corr",MTS,0.0000,0.0640,0.1600,N/A,N/A,N/A
CU-1730,MTS-200-OU-4T-2G-E,EA,"MTS,200A,OH/UG,4T,2G,East",MTS,0.0000,0.0960,0.2400,N/A,N/A,N/A
CU-1731,MTS-200-OU-4T-3G-E,EA,"MTS,200A,OH/UG,4T,3G,East",MTS,0.0000,0.1280,0.3200,N/A,N/A,N/A
CU-1732,MTS-200-OU-4T-4G-E,EA,"MTS,200A,OH/UG,4T,4G,East",MTS,0.0000,0.1280,0.3200,N/A,N/A,N/A
CU-1733,MTS-200-OU-4T-5G-E,EA,"MTS,200A,OH/UG,4T,5G,East",MTS,0.0000,0.1600,0.4000,N/A,N/A,N/A
CU-1734,MTS-200-OU-4T-6G-E,EA,"MTS,200A,OH/UG,4T,6G,East",MTS,0.0000,0.1600,0.4000,N/A,N/A,N/A
CU-1735,MTS-200-OU-5T-W,EA,"MTS,200A,OH/UG,5T,West",MTS,0.0000,0.0640,0.1600,N/A,N/A,N/A
CU-1736,MTS-200-OU-7T-E,EA,"MTS,200A,OH/UG,7T,East",MTS,0.0000,0.0960,0.3200,N/A,N/A,N/A
CU-1737,MTS-200-OU-7T-W,EA,"MTS,200A,OH/UG,7T,West",MTS,0.0000,0.0640,0.1600,N/A,N/A,N/A
CU-1738,MTS-200-OU-7T-WC,EA,"MTS,200A,OH/UG,7T,West Corr",MTS,0.0000,0.0640,0.1600,N/A,N/A,N/A
CU-1739,MTS-200-U-4T-E,EA,"MTS,200A,UG,4T,East",MTS,0.0000,0.0640,0.1600,N/A,N/A,N/A
CU-1740,MTS-200-U-4T-W,EA,"MTS,200A,UG,4T,West",MTS,0.0000,0.0640,0.1600,N/A,N/A,N/A
CU-1741,MTS-200-U-4T-WC,EA,"MTS,200A,UG,4T,West Corr",MTS,0.0000,0.0640,0.1600,N/A,N/A,N/A
CU-1742,MTS-320-OU-4T-E,EA,"MTS,320A,OH/UG,4T,East",MTS,0.0000,0.0640,0.1600,N/A,N/A,N/A
CU-1743,MTS-320-OU-5T-W,EA,"MTS,320A,OH/UG,5T,West",MTS,0.0000,0.0960,0.3200,N/A,N/A,N/A
CU-1744,MTS-320-OU-5T-WC,EA,"MTS,320A,OH/UG,5T,West Corr",MTS,0.0000,0.0960,0.3200,N/A,N/A,N/A
CU-1745,MTS-320-OU-7T-E,EA,"MTS,320A,OH/UG,7T,East",MTS,0.0000,0.0960,0.3200,N/A,N/A,N/A
CU-1746,MTS-320-OU-7T-W,EA,"MTS,320A,OH/UG,7T,West",MTS,0.0000,0.0960,0.3200,N/A,N/A,N/A
CU-1747,MTS-320-OU-7T-WC,EA,"MTS,320A,OH/UG,7T,West Corr",MTS,0.0000,0.0960,0.3200,N/A,N/A,N/A
CU-1748,MTS-CC-EW,EA,"MTS,Cap. Control,East&West",MTS,0.2240,0.1280,0.0000,N/A,N/A,N/A
CU-1749,NS-35-D-S-25,EA,"INS,35kV,Deadend,Polymer,25000 lb",INS-DE,N/A,N/A,N/A,N/A,N/A,N/A
CU-1750,PAA-1033AL,EA,"PAA,#336 - #1033 AL,AS",DEC,0.2720,0.1280,0.3680,$286.25,$95.15,$72.64
CU-1751,PAA-1033AL-C,EA,"PAA,#336 - #1033 AL,AS,Corrosive",DEC,0.2720,0.1280,0.3680,$286.25,$95.15,$72.64
CU-1752,PAA-1033AL-SC,EA,"PAA,1033 AL,Suspension Clamp",DEC,0.2720,0.1280,0.3680,$286.25,$95.15,$72.64
CU-1753,PAA-1033AL-SC-AR,EA,"PAA,1033 AL,Suspension Clamp, Armor Rod",DEC,0.2720,0.1280,0.3680,$286.25,$95.15,$72.64
CU-1754,PAA-159AS-C,EA,"PAA, #159 AS,Corrosive",DEC,0.2720,0.1280,0.3680,$286.25,$95.15,$72.64
CU-1755,PAA-2AL,EA,"PAA,#4 - #2 AA,AL,AS",DEC,0.2720,0.1280,0.3680,$286.25,$95.15,$72.64
CU-1756,PAA-2AL-C,EA,"PAA,#4 - #2 AA,AL,AS,Corrosive",DEC,0.2720,0.1280,0.3680,$286.25,$95.15,$72.64
CU-1757,PAA-336AL-SC,EA,"PAA,336 AL,Suspension Clamp",DEC,0.2720,0.1280,0.3680,$286.25,$95.15,$72.64
CU-1758,PAA-336AL-SC-AR,EA,"PAA,336 AL,Suspension Clamp, Armor Rod",DEC,0.2720,0.1280,0.3680,$286.25,$95.15,$72.64
CU-1759,PAA-40AL,EA,"PAA,#1/0 - #4/0 AA,AL,AS",DEC,0.2720,0.1280,0.3680,$286.25,$95.15,$72.64
CU-1760,PAA-40AL-C,EA,"PAA,#1/0 - #4/0 AA,AL,AS,Corrosive",DEC,0.2720,0.1280,0.3680,$286.25,$95.15,$72.64
CU-1761,PAA-40AL-SC,EA,"PAA,4/0 AL,Suspension Clamp",DEC,0.2720,0.1280,0.3680,$286.25,$95.15,$72.64
CU-1762,PAA-40AL-SC-AR,EA,"PAA,4/0 AL,Suspension Clamp, Armor Rod",DEC,0.2720,0.1280,0.3680,$286.25,$95.15,$72.64
CU-1763,PAA-40CU,EA,"PAA,#6 - #4/0 CU",DEC,0.2720,0.1280,0.3680,$286.25,$95.15,$72.64
CU-1764,PAA-40CU-C,EA,"PAA,#6 - #4/0 CU,Corrosive",DEC,0.2720,0.1280,0.3680,$286.25,$95.15,$72.64
CU-1765,PAA-477AL-SC,EA,"PAA,477 AL,Suspension Clamp",DEC,0.2720,0.1280,0.3680,$286.25,$95.15,$72.64
CU-1766,PAA-477AL-SC-AR,EA,"PAA,477 AL,Suspension Clamp, Armor Rod",DEC,0.2720,0.1280,0.3680,$286.25,$95.15,$72.64
CU-1767,PAA-556AL-SC,EA,"PAA,556 AL,Suspension Clamp",DEC,0.2720,0.1280,0.3680,$286.25,$95.15,$72.64
CU-1768,PAA-556AL-SC-AR,EA,"PAA,566 AL,Suspension Clamp, Armor Rod",DEC,0.2720,0.1280,0.3680,$286.25,$95.15,$72.64
CU-1769,PAA-795AL-SC,EA,"PAA,795 AL,Suspension Clamp",DEC,0.2720,0.1280,0.3680,$286.25,$95.15,$72.64
CU-1770,PAA-795AL-SC-AR,EA,"PAA,795 AL,Suspension Clamp, Armor Rod",DEC,0.2720,0.1280,0.3680,$286.25,$95.15,$72.64
CU-1771,PAA-DI-10,EA,"PAA, 1/0 DE Grip w/Thimble",SAA,0.2720,0.1280,0.3680,$55.18,$17.20,$46.72
CU-1772,PAA-DI-2,EA,"PAA, #2 DE Grip w/Thimble",SAA,0.2720,0.1280,0.3680,$55.18,$17.20,$46.72
CU-1773,PAA-DI-4,EA,"PAA,#4 DE Grip w/Thimble",SAA,0.2720,0.1280,0.3680,$55.18,$17.20,$46.72
CU-1774,PAA-DI-40,EA,"PAA, 4/0 DE Grip w/Thimble",SAA,0.2720,0.1280,0.3680,$55.18,$17.20,$46.72
CU-1775,PAA-SC-MSGR,EA,"PAA,Spacer Cable,Messenger Angle Clamp",DEC,0.2720,0.1280,0.3680,$286.25,$95.15,$72.64
CU-1776,PAA-SC-MSGR-SAC,EA,"PAA,SpacerCbl,Msgr,StringingAngleClamp",DEC,0.2720,0.1280,0.3680,$286.25,$95.15,$72.64
CU-1777,PIN-15-ANG,EA,"Pin,15kV,Angle",PIN,0.0480,0.0320,0.0640,$94.17,$31.08,$15.35
CU-1778,PIN-15-PTP,EA,"Pin,15kV,Pole Top",PIN,0.1600,0.0960,0.2240,$94.17,$31.08,$15.35
CU-1779,PIN-15-PTP-C,EA,"Pin,15kV,Pole top,Corrosive",PIN,0.1600,0.0960,0.2240,$94.17,$31.08,$15.35
CU-1780,PIN-15-PTP-K,EA,"Pin,15kV,Pole top,Contaminated",PIN,0.1600,0.0960,0.2240,$94.17,$31.08,$15.35
CU-1781,PIN-15-PTPF-C,EA,"Pin,15kV,Pole top Fiberglass,Corrosive",PIN,0.1600,0.0960,0.2240,$94.17,$31.08,$15.35
CU-1782,PIN-35-ANG,EA,"Pin,35kV,Angle",PIN,0.0480,0.0320,0.0640,$94.17,$31.08,$15.35
CU-1783,PIN-35-ANG-C,EA,"Pin,35kV,Angle, Corrosive",PIN,0.0480,0.0320,0.0640,$94.17,$31.08,$15.35
CU-1784,PIN-35-ANGW,EA,"Pin,35kV,Angle-Wood Only",PIN,0.0480,0.0320,0.0640,$94.17,$31.08,$15.35
CU-1785,PIN-35-ANGW-C,EA,"Pin,35kV,Angle-Wood Only, Corrosive",PIN,0.0480,0.0320,0.0640,$94.17,$31.08,$15.35
CU-1786,PIN-35-PTP,EA,"Pin,35kV,Pole Top",PIN,0.1600,0.0960,0.2240,$94.17,$31.08,$15.35
CU-1787,PIN-BKT,EA,"Pin,Bracket",PIN,0.0480,0.0320,0.0640,$94.17,$31.08,$15.35
CU-1788,PIN-BKT-C,EA,"Pin,Bracket,Corrosive",PIN,0.0480,0.0320,0.0640,$94.17,$31.08,$15.35
CU-1789,PIN-LAG,EA,"Pin,Lag",PIN,0.0480,0.0320,0.0640,$94.17,$31.08,$15.35
CU-1790,PIN-XAA,EA,"Pin,Crossarm,8in",PIN,0.0480,0.0320,0.0640,$94.17,$31.08,$15.35
CU-1791,PIN-XADF,EA,"Pin,Crossarm,Double Fiberglass",PIN,0.0480,0.0320,0.0640,$94.17,$31.08,$15.35
CU-1792,PIN-XAH,EA,"Pin,Crossarm Heavy",PIN,0.0480,0.0320,0.0640,$94.17,$31.08,$15.35
CU-1793,PIN-XAH-C,EA,"Pin,Crossarm Heavy,Corrosive",PIN,0.0480,0.0320,0.0640,$94.17,$31.08,$15.35
